usage,source,fichier,durée_min
toaster,LPG,toaster_2min_cycle27.csv,2
toaster,LPG,toaster_2min_cycle28.csv,2
toaster,LPG,toaster_2min_cycle29.csv,2
toaster,LPG,toaster_2min_cycle30.csv,2
toaster,LPG,toaster_3min_cycle31.csv,3
toaster,LPG,toaster_2min_cycle32.csv,2
toaster,LPG,toaster_3min_cycle33.csv,3
toaster,LPG,toaster_2min_cycle34.csv,2
toaster,LPG,toaster_3min_cycle35.csv,3
toaster,LPG,toaster_3min_cycle36.csv,3
toaster,LPG,toaster_2min_cycle37.csv,2
toaster,LPG,toaster_2min_cycle38.csv,2
toaster,LPG,toaster_3min_cycle39.csv,3
toaster,LPG,toaster_3min_cycle40.csv,3
toaster,LPG,toaster_2min_cycle41.csv,2
toaster,LPG,toaster_3min_cycle42.csv,3
toaster,LPG,toaster_3min_cycle43.csv,3
toaster,LPG,toaster_3min_cycle44.csv,3
toaster,LPG,toaster_2min_cycle45.csv,2
toaster,LPG,toaster_2min_cycle46.csv,2
toaster,LPG,toaster_3min_cycle47.csv,3
toaster,LPG,toaster_3min_cycle48.csv,3
toaster,LPG,toaster_2min_cycle49.csv,2
hair_dryer,LPG,hair_dryer_21min_cycle1.csv,21
hair_dryer,LPG,hair_dryer_22min_cycle2.csv,22
hair_dryer,LPG,hair_dryer_23min_cycle3.csv,23
hair_dryer,LPG,hair_dryer_24min_cycle4.csv,24
hair_dryer,LPG,hair_dryer_20min_cycle5.csv,20
hair_dryer,LPG,hair_dryer_21min_cycle6.csv,21
hair_dryer,LPG,hair_dryer_20min_cycle7.csv,20
hair_dryer,LPG,hair_dryer_19min_cycle8.csv,19
hair_dryer,LPG,hair_dryer_22min_cycle9.csv,22
hair_dryer,LPG,hair_dryer_4min_cycle10.csv,4
hair_dryer,LPG,hair_dryer_4min_cycle11.csv,4
hair_dryer,LPG,hair_dryer_22min_cycle12.csv,22
hair_dryer,LPG,hair_dryer_4min_cycle13.csv,4
hair_dryer,LPG,hair_dryer_5min_cycle14.csv,5
vacuum,LPG,vacuum_28min_cycle1.csv,28
vacuum,LPG,vacuum_27min_cycle2.csv,27
tv,LPG,tv_110min_cycle1.csv,110
tv,LPG,tv_147min_cycle2.csv,147
tv,LPG,tv_122min_cycle3.csv,122
tv,LPG,tv_60min_cycle4.csv,60
tv,LPG,tv_116min_cycle5.csv,116
tv,LPG,tv_51min_cycle6.csv,51
tv,LPG,tv_89min_cycle7.csv,89
tv,LPG,tv_235min_cycle8.csv,235
tv,LPG,tv_85min_cycle9.csv,85
tv,LPG,tv_134min_cycle10.csv,134
tv,LPG,tv_116min_cycle11.csv,116
tv,LPG,tv_67min_cycle12.csv,67
tv,LPG,tv_83min_cycle13.csv,83
tv,LPG,tv_163min_cycle14.csv,163
tv,LPG,tv_90min_cycle15.csv,90
tv,LPG,tv_94min_cycle16.csv,94
tv,LPG,tv_210min_cycle17.csv,210
tv,LPG,tv_113min_cycle18.csv,113
tv,LPG,tv_99min_cycle19.csv,99
tv,LPG,tv_64min_cycle20.csv,64
tv,LPG,tv_90min_cycle21.csv,90
tv,LPG,tv_151min_cycle22.csv,151
tv,LPG,tv_59min_cycle23.csv,59
tv,LPG,tv_123min_cycle24.csv,123
tv,LPG,tv_89min_cycle25.csv,89
tv,LPG,tv_142min_cycle26.csv,142
tv,LPG,tv_52min_cycle27.csv,52
tv,LPG,tv_65min_cycle28.csv,65
tv,LPG,tv_132min_cycle29.csv,132
tv,LPG,tv_116min_cycle30.csv,116
tv,LPG,tv_202min_cycle31.csv,202
tv,LPG,tv_100min_cycle32.csv,100
tv,LPG,tv_153min_cycle33.csv,153
tv,LPG,tv_76min_cycle34.csv,76
tv,LPG,tv_76min_cycle35.csv,76
tv,LPG,tv_131min_cycle36.csv,131
tv,LPG,tv_147min_cycle37.csv,147
tv,LPG,tv_66min_cycle38.csv,66
tv,LPG,tv_126min_cycle39.csv,126
tv,LPG,tv_91min_cycle40.csv,91
tv,LPG,tv_116min_cycle41.csv,116
tv,LPG,tv_63min_cycle42.csv,63
tv,LPG,tv_123min_cycle43.csv,123
tv,LPG,tv_192min_cycle44.csv,192
tv,LPG,tv_124min_cycle45.csv,124
tv,LPG,tv_177min_cycle46.csv,177
tv,LPG,tv_138min_cycle47.csv,138
tv,LPG,tv_86min_cycle48.csv,86
tv,LPG,tv_192min_cycle49.csv,192
tv,LPG,tv_124min_cycle50.csv,124
tv,LPG,tv_89min_cycle51.csv,89
tv,LPG,tv_60min_cycle52.csv,60
tv,LPG,tv_132min_cycle53.csv,132
tv,LPG,tv_116min_cycle54.csv,116
tv,LPG,tv_56min_cycle55.csv,56
tv,LPG,tv_123min_cycle56.csv,123
tv,LPG,tv_113min_cycle57.csv,113
tv,LPG,tv_83min_cycle58.csv,83
tv,LPG,tv_83min_cycle59.csv,83
tv,LPG,tv_85min_cycle60.csv,85
tv,LPG,tv_54min_cycle61.csv,54
tv,LPG,tv_116min_cycle62.csv,116
tv,LPG,tv_198min_cycle63.csv,198
tv,LPG,tv_209min_cycle64.csv,209
tv,LPG,tv_77min_cycle65.csv,77
tv,LPG,tv_66min_cycle66.csv,66
tv,LPG,tv_122min_cycle67.csv,122
tv,LPG,tv_201min_cycle68.csv,201
tv,LPG,tv_131min_cycle69.csv,131
tv,LPG,tv_189min_cycle70.csv,189
tv,LPG,tv_128min_cycle71.csv,128
tv,LPG,tv_54min_cycle72.csv,54
tv,LPG,tv_87min_cycle73.csv,87
tv,LPG,tv_89min_cycle74.csv,89
tv,LPG,tv_64min_cycle75.csv,64
tv,LPG,tv_111min_cycle76.csv,111
tv,LPG,tv_69min_cycle77.csv,69
tv,LPG,tv_118min_cycle78.csv,118
sat_hifi,LPG,sat_hifi_109min_cycle1.csv,109
sat_hifi,LPG,sat_hifi_81min_cycle2.csv,81
sat_hifi,LPG,sat_hifi_120min_cycle3.csv,120
sat_hifi,LPG,sat_hifi_101min_cycle4.csv,101
sat_hifi,LPG,sat_hifi_89min_cycle5.csv,89
sat_hifi,LPG,sat_hifi_94min_cycle6.csv,94
sat_hifi,LPG,sat_hifi_90min_cycle7.csv,90
sat_hifi,LPG,sat_hifi_85min_cycle8.csv,85
sat_hifi,LPG,sat_hifi_134min_cycle9.csv,134
sat_hifi,LPG,sat_hifi_116min_cycle10.csv,116
sat_hifi,LPG,sat_hifi_133min_cycle11.csv,133
sat_hifi,LPG,sat_hifi_100min_cycle12.csv,100
sat_hifi,LPG,sat_hifi_83min_cycle13.csv,83
sat_hifi,LPG,sat_hifi_105min_cycle14.csv,105
sat_hifi,LPG,sat_hifi_90min_cycle15.csv,90
sat_hifi,LPG,sat_hifi_94min_cycle16.csv,94
sat_hifi,LPG,sat_hifi_89min_cycle17.csv,89
sat_hifi,LPG,sat_hifi_113min_cycle18.csv,113
sat_hifi,LPG,sat_hifi_99min_cycle19.csv,99
sat_hifi,LPG,sat_hifi_90min_cycle20.csv,90
sat_hifi,LPG,sat_hifi_95min_cycle21.csv,95
sat_hifi,LPG,sat_hifi_89min_cycle22.csv,89
sat_hifi,LPG,sat_hifi_142min_cycle23.csv,142
sat_hifi,LPG,sat_hifi_118min_cycle24.csv,118
sat_hifi,LPG,sat_hifi_90min_cycle25.csv,90
sat_hifi,LPG,sat_hifi_128min_cycle26.csv,128
sat_hifi,LPG,sat_hifi_116min_cycle27.csv,116
sat_hifi,LPG,sat_hifi_202min_cycle28.csv,202
sat_hifi,LPG,sat_hifi_100min_cycle29.csv,100
sat_hifi,LPG,sat_hifi_153min_cycle30.csv,153
sat_hifi,LPG,sat_hifi_76min_cycle31.csv,76
sat_hifi,LPG,sat_hifi_131min_cycle32.csv,131
sat_hifi,LPG,sat_hifi_147min_cycle33.csv,147
sat_hifi,LPG,sat_hifi_125min_cycle34.csv,125
sat_hifi,LPG,sat_hifi_91min_cycle35.csv,91
sat_hifi,LPG,sat_hifi_116min_cycle36.csv,116
sat_hifi,LPG,sat_hifi_123min_cycle37.csv,123
sat_hifi,LPG,sat_hifi_85min_cycle38.csv,85
sat_hifi,LPG,sat_hifi_136min_cycle39.csv,136
sat_hifi,LPG,sat_hifi_86min_cycle40.csv,86
sat_hifi,LPG,sat_hifi_122min_cycle41.csv,122
sat_hifi,LPG,sat_hifi_124min_cycle42.csv,124
sat_hifi,LPG,sat_hifi_89min_cycle43.csv,89
sat_hifi,LPG,sat_hifi_132min_cycle44.csv,132
sat_hifi,LPG,sat_hifi_115min_cycle45.csv,115
sat_hifi,LPG,sat_hifi_121min_cycle46.csv,121
sat_hifi,LPG,sat_hifi_113min_cycle47.csv,113
sat_hifi,LPG,sat_hifi_83min_cycle48.csv,83
sat_hifi,LPG,sat_hifi_83min_cycle49.csv,83
sat_hifi,LPG,sat_hifi_85min_cycle50.csv,85
sat_hifi,LPG,sat_hifi_116min_cycle51.csv,116
sat_hifi,LPG,sat_hifi_77min_cycle52.csv,77
sat_hifi,LPG,sat_hifi_207min_cycle53.csv,207
sat_hifi,LPG,sat_hifi_77min_cycle54.csv,77
sat_hifi,LPG,sat_hifi_122min_cycle55.csv,122
sat_hifi,LPG,sat_hifi_201min_cycle56.csv,201
sat_hifi,LPG,sat_hifi_114min_cycle57.csv,114
sat_hifi,LPG,sat_hifi_126min_cycle58.csv,126
sat_hifi,LPG,sat_hifi_87min_cycle59.csv,87
sat_hifi,LPG,sat_hifi_89min_cycle60.csv,89
sat_hifi,LPG,sat_hifi_111min_cycle61.csv,111
gaming,LPG,gaming_66min_cycle1.csv,66
gaming,LPG,gaming_60min_cycle2.csv,60
gaming,LPG,gaming_51min_cycle3.csv,51
gaming,LPG,gaming_51min_cycle4.csv,51
gaming,LPG,gaming_67min_cycle5.csv,67
gaming,LPG,gaming_60min_cycle6.csv,60
gaming,LPG,gaming_62min_cycle7.csv,62
gaming,LPG,gaming_46min_cycle8.csv,46
gaming,LPG,gaming_65min_cycle9.csv,65
gaming,LPG,gaming_64min_cycle10.csv,64
gaming,LPG,gaming_56min_cycle11.csv,56
gaming,LPG,gaming_56min_cycle12.csv,56
gaming,LPG,gaming_52min_cycle13.csv,52
gaming,LPG,gaming_65min_cycle14.csv,65
gaming,LPG,gaming_76min_cycle15.csv,76
gaming,LPG,gaming_66min_cycle16.csv,66
gaming,LPG,gaming_63min_cycle17.csv,63
gaming,LPG,gaming_107min_cycle18.csv,107
gaming,LPG,gaming_66min_cycle19.csv,66
gaming,LPG,gaming_65min_cycle20.csv,65
gaming,LPG,gaming_60min_cycle21.csv,60
gaming,LPG,gaming_56min_cycle22.csv,56
gaming,LPG,gaming_54min_cycle23.csv,54
gaming,LPG,gaming_74min_cycle24.csv,74
gaming,LPG,gaming_66min_cycle25.csv,66
gaming,LPG,gaming_72min_cycle26.csv,72
gaming,LPG,gaming_54min_cycle27.csv,54
gaming,LPG,gaming_64min_cycle28.csv,64
gaming,LPG,gaming_69min_cycle29.csv,69
printer,LPG,printer_12min_cycle1.csv,12
printer,LPG,printer_11min_cycle2.csv,11
printer,LPG,printer_11min_cycle3.csv,11
printer,LPG,printer_11min_cycle4.csv,11
printer,LPG,printer_11min_cycle5.csv,11
printer,LPG,printer_10min_cycle6.csv,10
printer,LPG,printer_10min_cycle7.csv,10
printer,LPG,printer_10min_cycle8.csv,10
printer,LPG,printer_12min_cycle9.csv,12
printer,LPG,printer_9min_cycle10.csv,9
fridge,LPG,fridge_81min_cycle1.csv,81
fridge,LPG,fridge_81min_cycle2.csv,81
fridge,LPG,fridge_79min_cycle3.csv,79
fridge,LPG,fridge_79min_cycle4.csv,79
fridge,LPG,fridge_77min_cycle5.csv,77
fridge,LPG,fridge_77min_cycle6.csv,77
fridge,LPG,fridge_74min_cycle7.csv,74
fridge,LPG,fridge_73min_cycle8.csv,73
fridge,LPG,fridge_73min_cycle9.csv,73
fridge,LPG,fridge_73min_cycle10.csv,73
fridge,LPG,fridge_72min_cycle11.csv,72
fridge,LPG,fridge_72min_cycle12.csv,72
fridge,LPG,fridge_72min_cycle13.csv,72
fridge,LPG,fridge_71min_cycle14.csv,71
fridge,LPG,fridge_71min_cycle15.csv,71
fridge,LPG,fridge_70min_cycle16.csv,70
fridge,LPG,fridge_70min_cycle17.csv,70
fridge,LPG,fridge_70min_cycle18.csv,70
fridge,LPG,fridge_69min_cycle19.csv,69
fridge,LPG,fridge_68min_cycle20.csv,68
fridge,LPG,fridge_68min_cycle21.csv,68
fridge,LPG,fridge_68min_cycle22.csv,68
fridge,LPG,fridge_67min_cycle23.csv,67
fridge,LPG,fridge_67min_cycle24.csv,67
fridge,LPG,fridge_66min_cycle25.csv,66
fridge,LPG,fridge_66min_cycle26.csv,66
fridge,LPG,fridge_66min_cycle27.csv,66
fridge,LPG,fridge_65min_cycle28.csv,65
fridge,LPG,fridge_65min_cycle29.csv,65
fridge,LPG,fridge_64min_cycle30.csv,64
fridge,LPG,fridge_64min_cycle31.csv,64
