usage,source,fichier,durée_min
dishwasher,LPG,dishwasher_28min_cycle13.csv,28
dishwasher,LPG,dishwasher_4min_cycle14.csv,4
dishwasher,LPG,dishwasher_32min_cycle15.csv,32
dishwasher,LPG,dishwasher_4min_cycle16.csv,4
washing_machine,LPG,washing_machine_127min_cycle1.csv,127
washing_machine,LPG,washing_machine_138min_cycle2.csv,138
washing_machine,LPG,washing_machine_158min_cycle3.csv,158
washing_machine,LPG,washing_machine_94min_cycle4.csv,94
washing_machine,LPG,washing_machine_138min_cycle5.csv,138
washing_machine,LPG,washing_machine_162min_cycle6.csv,162
washing_machine,LPG,washing_machine_149min_cycle7.csv,149
washing_machine,LPG,washing_machine_133min_cycle8.csv,133
washing_machine,LPG,washing_machine_124min_cycle9.csv,124
washing_machine,LPG,washing_machine_112min_cycle10.csv,112
washing_machine,LPG,washing_machine_129min_cycle11.csv,129
coffee_machine,LPG,coffee_machine_1min_cycle1.csv,1
coffee_machine,LPG,coffee_machine_2min_cycle2.csv,2
coffee_machine,LPG,coffee_machine_2min_cycle3.csv,2
coffee_machine,LPG,coffee_machine_2min_cycle4.csv,2
coffee_machine,LPG,coffee_machine_1min_cycle5.csv,1
coffee_machine,LPG,coffee_machine_1min_cycle6.csv,1
coffee_machine,LPG,coffee_machine_1min_cycle7.csv,1
coffee_machine,LPG,coffee_machine_1min_cycle8.csv,1
coffee_machine,LPG,coffee_machine_2min_cycle9.csv,2
coffee_machine,LPG,coffee_machine_2min_cycle10.csv,2
coffee_machine,LPG,coffee_machine_2min_cycle11.csv,2
coffee_machine,LPG,coffee_machine_2min_cycle12.csv,2
coffee_machine,LPG,coffee_machine_1min_cycle13.csv,1
coffee_machine,LPG,coffee_machine_1min_cycle14.csv,1
coffee_machine,LPG,coffee_machine_1min_cycle15.csv,1
coffee_machine,LPG,coffee_machine_2min_cycle16.csv,2
coffee_machine,LPG,coffee_machine_1min_cycle17.csv,1
coffee_machine,LPG,coffee_machine_1min_cycle18.csv,1
coffee_machine,LPG,coffee_machine_2min_cycle19.csv,2
coffee_machine,LPG,coffee_machine_2min_cycle20.csv,2
coffee_machine,LPG,coffee_machine_1min_cycle21.csv,1
coffee_machine,LPG,coffee_machine_2min_cycle22.csv,2
coffee_machine,LPG,coffee_machine_2min_cycle23.csv,2
coffee_machine,LPG,coffee_machine_2min_cycle24.csv,2
coffee_machine,LPG,coffee_machine_1min_cycle25.csv,1
coffee_machine,LPG,coffee_machine_2min_cycle26.csv,2
coffee_machine,LPG,coffee_machine_2min_cycle27.csv,2
coffee_machine,LPG,coffee_machine_2min_cycle28.csv,2
coffee_machine,LPG,coffee_machine_1min_cycle29.csv,1
coffee_machine,LPG,coffee_machine_1min_cycle30.csv,1
coffee_machine,LPG,coffee_machine_1min_cycle31.csv,1
coffee_machine,LPG,coffee_machine_2min_cycle32.csv,2
coffee_machine,LPG,coffee_machine_1min_cycle33.csv,1
coffee_machine,LPG,coffee_machine_1min_cycle34.csv,1
coffee_machine,LPG,coffee_machine_1min_cycle35.csv,1
coffee_machine,LPG,coffee_machine_2min_cycle36.csv,2
coffee_machine,LPG,coffee_machine_1min_cycle37.csv,1
coffee_machine,LPG,coffee_machine_1min_cycle38.csv,1
coffee_machine,LPG,coffee_machine_2min_cycle39.csv,2
coffee_machine,LPG,coffee_machine_1min_cycle40.csv,1
toaster,LPG,toaster_3min_cycle1.csv,3
toaster,LPG,toaster_4min_cycle2.csv,4
toaster,LPG,toaster_4min_cycle3.csv,4
toaster,LPG,toaster_3min_cycle4.csv,3
toaster,LPG,toaster_3min_cycle5.csv,3
toaster,LPG,toaster_3min_cycle6.csv,3
toaster,LPG,toaster_4min_cycle7.csv,4
toaster,LPG,toaster_4min_cycle8.csv,4
toaster,LPG,toaster_4min_cycle9.csv,4
toaster,LPG,toaster_3min_cycle10.csv,3
toaster,LPG,toaster_3min_cycle11.csv,3
toaster,LPG,toaster_3min_cycle12.csv,3
toaster,LPG,toaster_4min_cycle13.csv,4
toaster,LPG,toaster_4min_cycle14.csv,4
toaster,LPG,toaster_4min_cycle15.csv,4
toaster,LPG,toaster_4min_cycle16.csv,4
toaster,LPG,toaster_3min_cycle17.csv,3
toaster,LPG,toaster_4min_cycle18.csv,4
toaster,LPG,toaster_4min_cycle19.csv,4
toaster,LPG,toaster_3min_cycle20.csv,3
toaster,LPG,toaster_3min_cycle21.csv,3
toaster,LPG,toaster_3min_cycle22.csv,3
toaster,LPG,toaster_3min_cycle23.csv,3
toaster,LPG,toaster_3min_cycle24.csv,3
toaster,LPG,toaster_4min_cycle25.csv,4
toaster,LPG,toaster_3min_cycle26.csv,3
toaster,LPG,toaster_3min_cycle27.csv,3
toaster,LPG,toaster_4min_cycle28.csv,4
toaster,LPG,toaster_3min_cycle29.csv,3
hair_dryer,LPG,hair_dryer_4min_cycle1.csv,4
hair_dryer,LPG,hair_dryer_21min_cycle2.csv,21
hair_dryer,LPG,hair_dryer_22min_cycle3.csv,22
hair_dryer,LPG,hair_dryer_4min_cycle4.csv,4
hair_dryer,LPG,hair_dryer_5min_cycle5.csv,5
hair_dryer,LPG,hair_dryer_4min_cycle6.csv,4
hair_dryer,LPG,hair_dryer_21min_cycle7.csv,21
vacuum,LPG,vacuum_28min_cycle1.csv,28
vacuum,LPG,vacuum_31min_cycle2.csv,31
vacuum,LPG,vacuum_31min_cycle3.csv,31
vacuum,LPG,vacuum_28min_cycle4.csv,28
sat_hifi,LPG,sat_hifi_53min_cycle1.csv,53
sat_hifi,LPG,sat_hifi_110min_cycle2.csv,110
sat_hifi,LPG,sat_hifi_31min_cycle3.csv,31
sat_hifi,LPG,sat_hifi_60min_cycle4.csv,60
sat_hifi,LPG,sat_hifi_65min_cycle5.csv,65
sat_hifi,LPG,sat_hifi_67min_cycle6.csv,67
sat_hifi,LPG,sat_hifi_60min_cycle7.csv,60
sat_hifi,LPG,sat_hifi_60min_cycle8.csv,60
sat_hifi,LPG,sat_hifi_63min_cycle9.csv,63
sat_hifi,LPG,sat_hifi_63min_cycle10.csv,63
sat_hifi,LPG,sat_hifi_35min_cycle11.csv,35
sat_hifi,LPG,sat_hifi_69min_cycle12.csv,69
sat_hifi,LPG,sat_hifi_175min_cycle13.csv,175
sat_hifi,LPG,sat_hifi_58min_cycle14.csv,58
sat_hifi,LPG,sat_hifi_59min_cycle15.csv,59
sat_hifi,LPG,sat_hifi_14min_cycle16.csv,14
sat_hifi,LPG,sat_hifi_29min_cycle17.csv,29
sat_hifi,LPG,sat_hifi_60min_cycle18.csv,60
sat_hifi,LPG,sat_hifi_55min_cycle19.csv,55
sat_hifi,LPG,sat_hifi_95min_cycle20.csv,95
sat_hifi,LPG,sat_hifi_60min_cycle21.csv,60
sat_hifi,LPG,sat_hifi_65min_cycle22.csv,65
sat_hifi,LPG,sat_hifi_119min_cycle23.csv,119
sat_hifi,LPG,sat_hifi_31min_cycle24.csv,31
sat_hifi,LPG,sat_hifi_60min_cycle25.csv,60
sat_hifi,LPG,sat_hifi_131min_cycle26.csv,131
sat_hifi,LPG,sat_hifi_130min_cycle27.csv,130
sat_hifi,LPG,sat_hifi_60min_cycle28.csv,60
sat_hifi,LPG,sat_hifi_49min_cycle29.csv,49
sat_hifi,LPG,sat_hifi_71min_cycle30.csv,71
sat_hifi,LPG,sat_hifi_14min_cycle31.csv,14
sat_hifi,LPG,sat_hifi_30min_cycle32.csv,30
sat_hifi,LPG,sat_hifi_60min_cycle33.csv,60
sat_hifi,LPG,sat_hifi_114min_cycle34.csv,114
sat_hifi,LPG,sat_hifi_62min_cycle35.csv,62
sat_hifi,LPG,sat_hifi_56min_cycle36.csv,56
sat_hifi,LPG,sat_hifi_11min_cycle37.csv,11
sat_hifi,LPG,sat_hifi_55min_cycle38.csv,55
sat_hifi,LPG,sat_hifi_45min_cycle39.csv,45
sat_hifi,LPG,sat_hifi_30min_cycle40.csv,30
sat_hifi,LPG,sat_hifi_119min_cycle41.csv,119
sat_hifi,LPG,sat_hifi_60min_cycle42.csv,60
sat_hifi,LPG,sat_hifi_58min_cycle43.csv,58
sat_hifi,LPG,sat_hifi_122min_cycle44.csv,122
sat_hifi,LPG,sat_hifi_60min_cycle45.csv,60
sat_hifi,LPG,sat_hifi_61min_cycle46.csv,61
sat_hifi,LPG,sat_hifi_58min_cycle47.csv,58
sat_hifi,LPG,sat_hifi_26min_cycle48.csv,26
sat_hifi,LPG,sat_hifi_60min_cycle49.csv,60
sat_hifi,LPG,sat_hifi_96min_cycle50.csv,96
sat_hifi,LPG,sat_hifi_54min_cycle51.csv,54
sat_hifi,LPG,sat_hifi_60min_cycle52.csv,60
sat_hifi,LPG,sat_hifi_14min_cycle53.csv,14
sat_hifi,LPG,sat_hifi_66min_cycle54.csv,66
sat_hifi,LPG,sat_hifi_52min_cycle55.csv,52
sat_hifi,LPG,sat_hifi_26min_cycle56.csv,26
sat_hifi,LPG,sat_hifi_60min_cycle57.csv,60
sat_hifi,LPG,sat_hifi_59min_cycle58.csv,59
fridge,LPG,fridge_11min_cycle1.csv,11
fridge,LPG,fridge_10min_cycle2.csv,10
fridge,LPG,fridge_10min_cycle3.csv,10
fridge,LPG,fridge_10min_cycle4.csv,10
fridge,LPG,fridge_10min_cycle5.csv,10
fridge,LPG,fridge_10min_cycle6.csv,10
fridge,LPG,fridge_10min_cycle7.csv,10
fridge,LPG,fridge_10min_cycle8.csv,10
fridge,LPG,fridge_10min_cycle9.csv,10
fridge,LPG,fridge_10min_cycle10.csv,10
fridge,LPG,fridge_10min_cycle11.csv,10
fridge,LPG,fridge_10min_cycle12.csv,10
fridge,LPG,fridge_10min_cycle13.csv,10
fridge,LPG,fridge_10min_cycle14.csv,10
fridge,LPG,fridge_10min_cycle15.csv,10
fridge,LPG,fridge_10min_cycle16.csv,10
fridge,LPG,fridge_10min_cycle17.csv,10
fridge,LPG,fridge_9min_cycle18.csv,9
fridge,LPG,fridge_9min_cycle19.csv,9
fridge,LPG,fridge_9min_cycle20.csv,9
fridge,LPG,fridge_9min_cycle21.csv,9
fridge,LPG,fridge_9min_cycle22.csv,9
fridge,LPG,fridge_9min_cycle23.csv,9
fridge,LPG,fridge_9min_cycle24.csv,9
fridge,LPG,fridge_9min_cycle25.csv,9
fridge,LPG,fridge_9min_cycle26.csv,9
fridge,LPG,fridge_9min_cycle27.csv,9
fridge,LPG,fridge_9min_cycle28.csv,9
fridge,LPG,fridge_9min_cycle29.csv,9
fridge,LPG,fridge_9min_cycle30.csv,9
fridge,LPG,fridge_9min_cycle31.csv,9
fridge,LPG,fridge_9min_cycle32.csv,9
fridge,LPG,fridge_9min_cycle33.csv,9
fridge,LPG,fridge_9min_cycle34.csv,9
fridge,LPG,fridge_9min_cycle35.csv,9
fridge,LPG,fridge_9min_cycle36.csv,9
fridge,LPG,fridge_9min_cycle37.csv,9
fridge,LPG,fridge_9min_cycle38.csv,9
fridge,LPG,fridge_9min_cycle39.csv,9
fridge,LPG,fridge_9min_cycle40.csv,9
fridge,LPG,fridge_9min_cycle41.csv,9
fridge,LPG,fridge_9min_cycle42.csv,9
fridge,LPG,fridge_9min_cycle43.csv,9
fridge,LPG,fridge_9min_cycle44.csv,9
fridge,LPG,fridge_9min_cycle45.csv,9
fridge,LPG,fridge_9min_cycle46.csv,9
fridge,LPG,fridge_9min_cycle47.csv,9
fridge,LPG,fridge_9min_cycle48.csv,9
fridge,LPG,fridge_9min_cycle49.csv,9
fridge,LPG,fridge_9min_cycle50.csv,9
fridge,LPG,fridge_9min_cycle51.csv,9
fridge,LPG,fridge_9min_cycle52.csv,9
fridge,LPG,fridge_9min_cycle53.csv,9
fridge,LPG,fridge_9min_cycle54.csv,9
fridge,LPG,fridge_9min_cycle55.csv,9
fridge,LPG,fridge_9min_cycle56.csv,9
fridge,LPG,fridge_9min_cycle57.csv,9
fridge,LPG,fridge_9min_cycle58.csv,9
fridge,LPG,fridge_9min_cycle59.csv,9
fridge,LPG,fridge_9min_cycle60.csv,9
fridge,LPG,fridge_9min_cycle61.csv,9
fridge,LPG,fridge_9min_cycle62.csv,9
fridge,LPG,fridge_9min_cycle63.csv,9
fridge,LPG,fridge_9min_cycle64.csv,9
fridge,LPG,fridge_9min_cycle65.csv,9
fridge,LPG,fridge_9min_cycle66.csv,9
fridge,LPG,fridge_9min_cycle67.csv,9
fridge,LPG,fridge_9min_cycle68.csv,9
fridge,LPG,fridge_9min_cycle69.csv,9
fridge,LPG,fridge_9min_cycle70.csv,9
fridge,LPG,fridge_9min_cycle71.csv,9
fridge,LPG,fridge_9min_cycle72.csv,9
fridge,LPG,fridge_9min_cycle73.csv,9
fridge,LPG,fridge_9min_cycle74.csv,9
fridge,LPG,fridge_9min_cycle75.csv,9
fridge,LPG,fridge_9min_cycle76.csv,9
fridge,LPG,fridge_9min_cycle77.csv,9
fridge,LPG,fridge_9min_cycle78.csv,9
fridge,LPG,fridge_9min_cycle79.csv,9
fridge,LPG,fridge_9min_cycle80.csv,9
fridge,LPG,fridge_9min_cycle81.csv,9
fridge,LPG,fridge_9min_cycle82.csv,9
fridge,LPG,fridge_9min_cycle83.csv,9
fridge,LPG,fridge_9min_cycle84.csv,9
fridge,LPG,fridge_9min_cycle85.csv,9
fridge,LPG,fridge_9min_cycle86.csv,9
fridge,LPG,fridge_9min_cycle87.csv,9
fridge,LPG,fridge_9min_cycle88.csv,9
fridge,LPG,fridge_9min_cycle89.csv,9
fridge,LPG,fridge_9min_cycle90.csv,9
fridge,LPG,fridge_9min_cycle91.csv,9
fridge,LPG,fridge_9min_cycle92.csv,9
fridge,LPG,fridge_9min_cycle93.csv,9
fridge,LPG,fridge_9min_cycle94.csv,9
fridge,LPG,fridge_9min_cycle95.csv,9
fridge,LPG,fridge_9min_cycle96.csv,9
fridge,LPG,fridge_9min_cycle97.csv,9
fridge,LPG,fridge_9min_cycle98.csv,9
fridge,LPG,fridge_9min_cycle99.csv,9
fridge,LPG,fridge_9min_cycle100.csv,9
dryer,LPG,dryer_125min_cycle1.csv,125
dryer,LPG,dryer_4min_cycle2.csv,4
dryer,LPG,dryer_118min_cycle3.csv,118
dryer,LPG,dryer_21min_cycle4.csv,21
dryer,LPG,dryer_121min_cycle5.csv,121
dryer,LPG,dryer_22min_cycle6.csv,22
dryer,LPG,dryer_133min_cycle7.csv,133
dryer,LPG,dryer_106min_cycle8.csv,106
dryer,LPG,dryer_4min_cycle9.csv,4
dryer,LPG,dryer_121min_cycle10.csv,121
dryer,LPG,dryer_5min_cycle11.csv,5
dryer,LPG,dryer_108min_cycle12.csv,108
dryer,LPG,dryer_4min_cycle13.csv,4
dryer,LPG,dryer_99min_cycle14.csv,99
dryer,LPG,dryer_139min_cycle15.csv,139
dryer,LPG,dryer_21min_cycle16.csv,21
dryer,LPG,dryer_139min_cycle17.csv,139
dryer,LPG,dryer_116min_cycle18.csv,116
garden,LPG,garden_29min_cycle1.csv,29
garden,LPG,garden_49min_cycle2.csv,49
